Species,MockCommunity,MinimumSeqQuality,Classifier,Database,F1_score,Recall,Precision
Candida_metapsilosis,Mock2,Qmin17,mycoAICNN,GSD,0.976521081,0.975289965,0.977755308
Candida_parapsilosis,Mock2,Qmin17,mycoAICNN,GSD,0.981191223,0.983658077,0.97873671
Candida_tropicalis,Mock2,Qmin17,mycoAICNN,GSD,0.98943662,0.985532661,0.993371631
Candida_zeylanoides,Mock2,Qmin17,mycoAICNN,GSD,0.982666667,0.986613119,0.97875166
Cortinarius_globuliformis,Mock2,Qmin17,mycoAICNN,GSD,0.987597611,0.986238532,0.988960442
Cryptococcus_gattii_VGI,Mock2,Qmin17,mycoAICNN,GSD,0.986896428,0.98495163,0.988848921
Cryptococcus_neoformans_VNIII,Mock2,Qmin17,mycoAICNN,GSD,0.982844494,0.982663224,0.98302583
Cryptovalsa_ampelina,Mock2,Qmin17,mycoAICNN,GSD,0.994049159,0.991739804,0.996369295
Diaporthe_sp._CCL067,Mock2,Qmin17,mycoAICNN,GSD,0.992742667,0.992742667,0.992742667
Diplodia_seriata,Mock2,Qmin17,mycoAICNN,GSD,0.996410052,0.995748073,0.997072911
Entoleuca_sp._,Mock2,Qmin17,mycoAICNN,GSD,0.993360277,0.992214533,0.994508671
Erysiphe_necator,Mock2,Qmin17,mycoAICNN,GSD,0.990660123,0.993333333,0.988001263
Eutypa_lata,Mock2,Qmin17,mycoAICNN,GSD,0.995874587,0.997520661,0.994233937
Fusarium_proliferatum,Mock2,Qmin17,mycoAICNN,GSD,0.983606557,0.982073266,0.985144644
Fusarium_pseudograminearum,Mock2,Qmin17,mycoAICNN,GSD,0.987890376,0.986005089,0.989782886
Geotrichum_candidum,Mock2,Qmin17,mycoAICNN,GSD,0.994429544,0.996279454,0.992586491
Kluyveromyces_lactis,Mock2,Qmin17,mycoAICNN,GSD,0.979823814,0.986270023,0.973461321
Kluyveromyces_marxianus,Mock2,Qmin17,mycoAICNN,GSD,0.986586184,0.991908294,0.981320881
Kodamaea_ohmeri,Mock2,Qmin17,mycoAICNN,GSD,0.988940421,0.989293362,0.988587732
Leptosphaeria_maculans,Mock2,Qmin17,mycoAICNN,GSD,0.99310697,0.993868166,0.992346939
Penicillium_chrysogenum,Mock2,Qmin17,mycoAICNN,GSD,0.989943432,0.991189427,0.988700565
Pichia_kudriavzevii,Mock2,Qmin17,mycoAICNN,GSD,0.958648288,0.988990826,0.930112166
Pichia_membranifaciens,Mock2,Qmin17,mycoAICNN,GSD,0.975844249,0.971524288,0.980202801
Puccinia_graminis_,Mock2,Qmin17,mycoAICNN,GSD,0.987619183,0.987478657,0.98775975
Puccinia_striiformis_var_tritici,Mock2,Qmin17,mycoAICNN,GSD,0.97799917,0.977593361,0.978405316
Puccinia_triticina,Mock2,Qmin17,mycoAICNN,GSD,0.984585742,0.979552716,0.989670755
Pyrenophora_tritici-repentis,Mock2,Qmin17,mycoAICNN,GSD,0.992451155,0.992010652,0.992892048
Quambalaria_cyanescens,Mock2,Qmin17,mycoAICNN,GSD,0.996178344,0.996178344,0.996178344
Rhodotorula_mucilaginosa,Mock2,Qmin17,mycoAICNN,GSD,0.994587711,0.997445722,0.991746032
Scedosporium_aurantiacum,Mock2,Qmin17,mycoAICNN,GSD,0.972401104,0.969724771,0.975092251
Scedosporium_boydii,Mock2,Qmin17,mycoAICNN,GSD,0.985750822,0.97966594,0.991911765
Sclerotinia_sclerotiorum,Mock2,Qmin17,mycoAICNN,GSD,0.988987084,0.98697422,0.991008174
Sporisorium_scitamineum,Mock2,Qmin17,mycoAICNN,GSD,0.981160512,0.978947368,0.983383686
Trichomonascus_ciferrii,Mock2,Qmin17,mycoAICNN,GSD,0.987399771,0.989288447,0.985518293
Trichosporon_asahii,Mock2,Qmin17,mycoAICNN,GSD,0.993238167,0.991747937,0.994732882
Tuber_brumale,Mock2,Qmin17,mycoAICNN,GSD,0.990522479,0.993661628,0.987403101
Wickerhamomyces_anomalus,Mock2,Qmin17,mycoAICNN,GSD,0.989297078,0.991304348,0.987297921
Yamadazyma_mexicana,Mock2,Qmin17,mycoAICNN,GSD,0.991632799,0.991395793,0.991869919
Yamadazyma_scolyti,Mock2,Qmin17,mycoAICNN,GSD,0.993820225,0.991036415,0.996619718
Yarrowia_lipolytica,Mock2,Qmin17,mycoAICNN,GSD,0.959340659,0.986998304,0.933190807
Zymoseptoria_tritici,Mock2,Qmin17,mycoAICNN,GSD,0.990353698,0.988990826,0.991720331
