MockSpecies,Mock,MinimumSeqQuality,Classifier,Database,F1_Score,Recall,Precision
Asteroma_sp._CCL060,Mock3,Qmin17,mycoAI_cnn,GSD,0.99332929,0.991525424,0.995139733
Austropuccinia_psidii,Mock3,Qmin17,mycoAI_cnn,GSD,0.989903523,0.989681472,0.990125673
Blastobotrys_adeninivorans,Mock3,Qmin17,mycoAI_cnn,GSD,0.992366412,0.991861648,0.99287169
Blastobotrys_proliferans,Mock3,Qmin17,mycoAI_cnn,GSD,0.993037743,0.995591477,0.990497076
Botrytis_cinerea,Mock3,Qmin17,mycoAI_cnn,GSD,0.982277252,0.982993197,0.981562348
Botrytis_fabae,Mock3,Qmin17,mycoAI_cnn,GSD,0.978779146,0.982640715,0.974947808
Candida_boleticola,Mock3,Qmin17,mycoAI_cnn,GSD,0.987433862,0.986129458,0.988741722
Candida_caryicola,Mock3,Qmin17,mycoAI_cnn,GSD,0.988041237,0.98600823,0.990082645
Candida_catenulata,Mock3,Qmin17,mycoAI_cnn,GSD,0.986851717,0.990469208,0.983260553
Candida_dubliniensis,Mock3,Qmin17,mycoAI_cnn,GSD,0.975488846,0.975220264,0.975757576
Candida_glabrata,Mock3,Qmin17,mycoAI_cnn,GSD,0.938764783,0.906139016,0.973827699
Candida_metapsilosis,Mock3,Qmin17,mycoAI_cnn,GSD,0.874015748,0.917355372,0.834586466
Candida_parapsilosis,Mock3,Qmin17,mycoAI_cnn,GSD,0.98335535,0.984135378,0.982576558
Candida_tropicalis,Mock3,Qmin17,mycoAI_cnn,GSD,0.978015449,0.979761905,0.976275208
Candida_zeylanoides,Mock3,Qmin17,mycoAI_cnn,GSD,0.982343499,0.991360691,0.973488865
Cortinarius_globuliformis,Mock3,Qmin17,mycoAI_cnn,GSD,0.993782383,0.992753623,0.994813278
Cryptococcus_gattii_VGI,Mock3,Qmin17,mycoAI_cnn,GSD,0.981294964,0.979885057,0.982708934
Cryptococcus_neoformans_VNIII,Mock3,Qmin17,mycoAI_cnn,GSD,0.979685265,0.980526919,0.978845054
Cryptovalsa_ampelina,Mock3,Qmin17,mycoAI_cnn,GSD,0.99525593,0.993519442,0.996998499
Diaporthe_sp._CCL067,Mock3,Qmin17,mycoAI_cnn,GSD,0.99380124,0.995991984,0.991620112
Diplodia_seriata,Mock3,Qmin17,mycoAI_cnn,GSD,0.994939801,0.994766225,0.995113438
Entoleuca_sp._,Mock3,Qmin17,mycoAI_cnn,GSD,0.990654206,0.990654206,0.990654206
Erysiphe_necator,Mock3,Qmin17,mycoAI_cnn,GSD,0.994115174,0.992446496,0.995789474
Eutypa_lata,Mock3,Qmin17,mycoAI_cnn,GSD,0.994858612,0.993035191,0.996688742
Fusarium_proliferatum,Mock3,Qmin17,mycoAI_cnn,GSD,0.984211697,0.988829312,0.979637008
Fusarium_pseudograminearum,Mock3,Qmin17,mycoAI_cnn,GSD,0.988000906,0.983769161,0.992269213
Geotrichum_candidum,Mock3,Qmin17,mycoAI_cnn,GSD,0.992680514,0.996030171,0.989353312
Kluyveromyces_lactis,Mock3,Qmin17,mycoAI_cnn,GSD,0.983899821,0.986724076,0.981091687
Kluyveromyces_marxianus,Mock3,Qmin17,mycoAI_cnn,GSD,0.991432556,0.992025518,0.990840303
Kodamaea_ohmeri,Mock3,Qmin17,mycoAI_cnn,GSD,0.993004484,0.993895871,0.992114695
Leptosphaeria_maculans,Mock3,Qmin17,mycoAI_cnn,GSD,0.996247015,0.995228357,0.99726776
Penicillium_chrysogenum,Mock3,Qmin17,mycoAI_cnn,GSD,0.993630573,0.993848858,0.993412385
Pichia_kudriavzevii,Mock3,Qmin17,mycoAI_cnn,GSD,0.98249453,0.994462901,0.970810811
Pichia_membranifaciens,Mock3,Qmin17,mycoAI_cnn,GSD,0.966801918,0.963602941,0.970022206
Puccinia_graminis_,Mock3,Qmin17,mycoAI_cnn,GSD,0.983496333,0.981696156,0.985303123
Puccinia_striiformis_var_tritici,Mock3,Qmin17,mycoAI_cnn,GSD,0.978297162,0.980589023,0.976015989
Puccinia_triticina,Mock3,Qmin17,mycoAI_cnn,GSD,0.987405542,0.985278276,0.989542012
Pyrenophora_tritici-repentis,Mock3,Qmin17,mycoAI_cnn,GSD,0.994505495,0.99414134,0.994869916
Quambalaria_cyanescens,Mock3,Qmin17,mycoAI_cnn,GSD,0.995144606,0.99535473,0.994934572
Rhodotorula_mucilaginosa,Mock3,Qmin17,mycoAI_cnn,GSD,0.990692865,0.99120538,0.990180879
Scedosporium_aurantiacum,Mock3,Qmin17,mycoAI_cnn,GSD,0.968627451,0.963338534,0.973974763
Scedosporium_boydii,Mock3,Qmin17,mycoAI_cnn,GSD,0.987188366,0.987530308,0.98684666
Sclerotinia_sclerotiorum,Mock3,Qmin17,mycoAI_cnn,GSD,0.990033223,0.987909516,0.992166079
Sporisorium_scitamineum,Mock3,Qmin17,mycoAI_cnn,GSD,0.990394877,0.98758425,0.993221548
Trichomonascus_ciferrii,Mock3,Qmin17,mycoAI_cnn,GSD,0.991510162,0.992276004,0.990745501
Trichosporon_asahii,Mock3,Qmin17,mycoAI_cnn,GSD,0.992075285,0.988159842,0.99602188
Tuber_brumale,Mock3,Qmin17,mycoAI_cnn,GSD,0.990535059,0.993413406,0.987673344
Wickerhamomyces_anomalus,Mock3,Qmin17,mycoAI_cnn,GSD,0.987895353,0.98673947,0.989053948
Yamadazyma_mexicana,Mock3,Qmin17,mycoAI_cnn,GSD,0.990105541,0.989452868,0.990759076
Yamadazyma_scolyti,Mock3,Qmin17,mycoAI_cnn,GSD,0.994125326,0.993476843,0.994774657
Yarrowia_lipolytica,Mock3,Qmin17,mycoAI_cnn,GSD,0.945819878,0.99246988,0.903358465
Zymoseptoria_tritici,Mock3,Qmin17,mycoAI_cnn,GSD,0.994822006,0.994822006,0.994822006
